,Name,NumberOfShots,Team
489,De'Aaron Fox,173.0,SAC
480,Harrison Barnes,163.0,SAC
485,Buddy Hield,98.0,SAC
484,Nemanja Bjelica,96.0,SAC
482,Richaun Holmes,80.0,SAC
483,Bogdan Bogdanović,75.0,SAC
492,Kent Bazemore,69.0,SAC
488,Jabari Parker,66.0,SAC
473,Alex Len,57.0,SAC
493,Cory Joseph,50.0,SAC
