,Name,NumberOfShots,Team
8,Trae Young,147.0,ATL
0,John Collins,130.0,ATL
7,Jeff Teague,91.0,ATL
16,De'Andre Hunter,78.0,ATL
1,Jabari Parker,66.0,ATL
20,Cam Reddish,63.0,ATL
10,Alex Len,57.0,ATL
12,DeAndre' Bembry,53.0,ATL
13,Bruno Fernando,47.0,ATL
19,Kevin Huerter,47.0,ATL
