,Name,NumberOfShots,Team
26,Jarrett Allen,25.0,BRK
33,DeAndre Jordan,10.0,BRK
25,Nicolas Claxton,3.0,BRK
27,Džanan Musa,2.0,BRK
31,Spencer Dinwiddie,2.0,BRK
23,Taurean Prince,1.0,BRK
24,Wilson Chandler,1.0,BRK
28,Rodions Kurucs,1.0,BRK
29,Tyler Johnson,1.0,BRK
30,Garrett Temple,1.0,BRK
