,Name,NumberOfShots,Team
130,Domantas Sabonis,51.0,IND
139,Goga Bitadze,9.0,IND
136,Myles Turner,6.0,IND
132,Aaron Holiday,4.0,IND
134,JaKarr Sampson,4.0,IND
138,Doug McDermott,3.0,IND
140,T.J. Leaf,3.0,IND
131,Malcolm Brogdon,2.0,IND
133,T.J. Warren,2.0,IND
135,Edmond Sumner,1.0,IND
