,Name,NumberOfShots,Team
56,P.J. Washington,28.0,CHO
50,Bismack Biyombo,23.0,CHO
49,Miles Bridges,18.0,CHO
55,Marvin Williams,9.0,CHO
46,Willy Hernangómez,8.0,CHO
57,Cody Zeller,7.0,CHO
48,Jalen McDaniels,3.0,CHO
51,Michael Kidd-Gilchrist,3.0,CHO
47,Dwayne Bacon,2.0,CHO
54,Devonte' Graham,2.0,CHO
