,Name,NumberOfShots,Team
43,Thaddeus Young,45.0,CHI
37,Wendell Carter,12.0,CHI
40,Lauri Markkanen,12.0,CHI
35,Luke Kornet,4.0,CHI
34,Daniel Gafford,3.0,CHI
38,Kris Dunn,3.0,CHI
41,Zach LaVine,2.0,CHI
42,Cristiano Felício,2.0,CHI
36,Denzel Valentine,1.0,CHI
39,Chandler Hutchison,1.0,CHI
