,Name,NumberOfShots,Team
232,Steven Adams,57.0,OKC
228,Nerlens Noel,5.0,OKC
230,Darius Bazley,2.0,OKC
234,Justin Patton,2.0,OKC
237,Hamidou Diallo,2.0,OKC
227,Abdel Nader,1.0,OKC
229,Shai Gilgeous-Alexander,1.0,OKC
231,Mike Muscala,1.0,OKC
233,Danilo Gallinari,1.0,OKC
235,Dennis Schröder,1.0,OKC
