,FoulType,Name,NumberOfShots,Team
2564,loose ball,Rudy Gobert,51.0,UTA
2544,loose ball,Ed Davis,12.0,UTA
2520,loose ball,Donovan Mitchell,8.0,UTA
2543,loose ball,Mike Conley,6.0,UTA
2550,loose ball,Joe Ingles,6.0,UTA
2560,loose ball,Jeff Green,6.0,UTA
2513,loose ball,Royce O'Neale,4.0,UTA
2525,loose ball,Bojan Bogdanović,4.0,UTA
2507,loose ball,Tony Bradley,3.0,UTA
2532,loose ball,Jordan Clarkson,3.0,UTA
