,FoulType,Name,NumberOfShots,Team
1818,away from play,Steven Adams,3.0,OKC
1830,away from play,Chris Paul,2.0,OKC
1790,away from play,Abdel Nader,1.0,OKC
1813,away from play,Mike Muscala,1.0,OKC
1839,away from play,Dennis Schröder,1.0,OKC
