,FoulType,Name,NumberOfShots,Team
153,loose ball,Daniel Theis,31.0,BOS
124,loose ball,Marcus Smart,14.0,BOS
163,loose ball,Jayson Tatum,12.0,BOS
114,loose ball,Grant Williams,10.0,BOS
137,loose ball,Kemba Walker,9.0,BOS
103,loose ball,Jaylen Brown,8.0,BOS
174,loose ball,Gordon Hayward,7.0,BOS
119,loose ball,Semi Ojeleye,4.0,BOS
108,loose ball,Robert Williams,3.0,BOS
96,loose ball,Tacko Fall,2.0,BOS
