,FoulType,Name,NumberOfShots,Team
1243,away from play,Dwight Howard,5.0,LAL
1165,away from play,Danny Green,1.0,LAL
1192,away from play,Markieff Morris,1.0,LAL
1210,away from play,Anthony Davis,1.0,LAL
1227,away from play,Kentavious Caldwell-Pope,1.0,LAL
1238,away from play,Alex Caruso,1.0,LAL
