,FoulType,Name,NumberOfShots,Team
2011,personal,Joel Embiid,138.0,PHI
1958,personal,Ben Simmons,102.0,PHI
2025,personal,Josh Richardson,89.0,PHI
1971,personal,Al Horford,59.0,PHI
1981,personal,Alec Burks,53.0,PHI
2005,personal,Tobias Harris,47.0,PHI
2022,personal,Furkan Korkmaz,34.0,PHI
2036,personal,James Ennis,25.0,PHI
2041,personal,Raul Neto,21.0,PHI
1964,personal,Glenn Robinson,17.0,PHI
