,Name,NumberOfShots,Team
215,Domantas Sabonis,303.0,IND
220,T.J. Warren,186.0,IND
224,Myles Turner,167.0,IND
218,Malcolm Brogdon,165.0,IND
219,Aaron Holiday,119.0,IND
214,Jeremy Lamb,100.0,IND
217,Justin Holiday,81.0,IND
221,Victor Oladipo,75.0,IND
225,T.J. McConnell,66.0,IND
226,Doug McDermott,57.0,IND
