,FoulType,Name,NumberOfShots,Team
801,shooting,Andre Drummond,142.0,DET
729,shooting,Christian Wood,105.0,DET
735,shooting,Derrick Rose,73.0,DET
773,shooting,Bruce Brown,54.0,DET
787,shooting,Thon Maker,47.0,DET
741,shooting,Blake Griffin,45.0,DET
778,shooting,Jordan McRae,42.0,DET
764,shooting,Markieff Morris,35.0,DET
757,shooting,Langston Galloway,32.0,DET
796,shooting,Sekou Doumbouya,28.0,DET
