,FoulType,Name,NumberOfShots,Team
1925,personal,Nikola Vučević,72.0,ORL
1866,personal,Aaron Gordon,68.0,ORL
1898,personal,D.J. Augustin,64.0,ORL
1947,personal,Evan Fournier,56.0,ORL
1910,personal,Markelle Fultz,49.0,ORL
1873,personal,Terrence Ross,44.0,ORL
1893,personal,Jonathan Isaac,26.0,ORL
1920,personal,James Ennis,25.0,ORL
1942,personal,Michael Carter-Williams,25.0,ORL
1931,personal,Khem Birch,19.0,ORL
