,FoulType,Name,NumberOfShots,Team
476,loose ball,Tristan Thompson,31.0,CLE
497,loose ball,Andre Drummond,21.0,CLE
486,loose ball,John Henson,13.0,CLE
455,loose ball,Kevin Love,9.0,CLE
482,loose ball,Cedi Osman,7.0,CLE
468,loose ball,Collin Sexton,5.0,CLE
492,loose ball,Larry Nance,4.0,CLE
443,loose ball,Ante Žižić,3.0,CLE
449,loose ball,Jordan Clarkson,3.0,CLE
523,loose ball,Kevin Porter,2.0,CLE
