,FoulType,Name,NumberOfShots,Team
2317,offensive,Cory Joseph,41.0,SAC
2313,offensive,Kent Bazemore,34.0,SAC
2303,offensive,De'Aaron Fox,23.0,SAC
2256,offensive,Harrison Barnes,20.0,SAC
2249,offensive,Yogi Ferrell,16.0,SAC
2243,offensive,Trevor Ariza,15.0,SAC
2273,offensive,Bogdan Bogdanović,15.0,SAC
2291,offensive,Anthony Tolliver,10.0,SAC
2297,offensive,Jabari Parker,8.0,SAC
2279,offensive,Nemanja Bjelica,7.0,SAC
