,FoulType,Name,NumberOfShots,Team
40,shooting,Trae Young,203.0,ATL
34,shooting,Jeff Teague,83.0,ATL
0,shooting,John Collins,69.0,ATL
71,shooting,De'Andre Hunter,67.0,ATL
91,shooting,Cam Reddish,56.0,ATL
47,shooting,Alex Len,51.0,ATL
5,shooting,Jabari Parker,39.0,ATL
15,shooting,Damian Jones,38.0,ATL
29,shooting,Treveon Graham,27.0,ATL
85,shooting,Kevin Huerter,26.0,ATL
