,FoulType,Name,NumberOfShots,Team
545,loose ball,Kristaps Porziņģis,20.0,DAL
602,loose ball,Maxi Kleber,20.0,DAL
559,loose ball,Dorian Finney-Smith,12.0,DAL
598,loose ball,Dwight Powell,10.0,DAL
609,loose ball,Jalen Brunson,10.0,DAL
529,loose ball,Luka Dončić,9.0,DAL
587,loose ball,Willie Cauley-Stein,8.0,DAL
540,loose ball,Tim Hardaway,7.0,DAL
533,loose ball,Boban Marjanović,6.0,DAL
569,loose ball,Delon Wright,5.0,DAL
