,FoulType,Name,NumberOfShots,Team
2114,loose ball,Dario Šarić,20.0,PHO
2127,loose ball,Mikal Bridges,15.0,PHO
2090,loose ball,Aron Baynes,9.0,PHO
2062,loose ball,Cameron Johnson,7.0,PHO
2073,loose ball,Kelly Oubre,7.0,PHO
2052,loose ball,Elie Okobo,5.0,PHO
2121,loose ball,Devin Booker,5.0,PHO
2094,loose ball,Cheick Diallo,4.0,PHO
2068,loose ball,Ricky Rubio,2.0,PHO
2079,loose ball,Frank Kaminsky,2.0,PHO
