,FoulType,Name,NumberOfShots,Team
542,away from play,Tim Hardaway,4.0,DAL
547,away from play,Kristaps Porziņģis,1.0,DAL
582,away from play,Justin Jackson,1.0,DAL
612,away from play,Jalen Brunson,1.0,DAL
