,FoulType,Name,NumberOfShots,Team
1926,loose ball,Nikola Vučević,14.0,ORL
1868,loose ball,Aaron Gordon,11.0,ORL
1894,loose ball,Jonathan Isaac,10.0,ORL
1932,loose ball,Khem Birch,10.0,ORL
1922,loose ball,James Ennis,9.0,ORL
1885,loose ball,Mohamed Bamba,7.0,ORL
1903,loose ball,Gary Clark,6.0,ORL
1913,loose ball,Markelle Fultz,6.0,ORL
1950,loose ball,Evan Fournier,6.0,ORL
1881,loose ball,Wesley Iwundu,4.0,ORL
