,FoulType,Name,NumberOfShots,Team
414,personal,Devonte' Graham,132.0,CHO
431,personal,Cody Zeller,64.0,CHO
405,personal,Terry Rozier,58.0,CHO
425,personal,P.J. Washington,54.0,CHO
419,personal,Marvin Williams,31.0,CHO
386,personal,Bismack Biyombo,30.0,CHO
379,personal,Miles Bridges,28.0,CHO
437,personal,Malik Monk,20.0,CHO
367,personal,Willy Hernangómez,14.0,CHO
411,personal,Cody Martin,13.0,CHO
