,FoulType,Name,NumberOfShots,Team
1520,personal,Giannis Antetokounmpo,181.0,MIL
1455,personal,Khris Middleton,73.0,MIL
1503,personal,Eric Bledsoe,61.0,MIL
1507,personal,George Hill,49.0,MIL
1461,personal,Brook Lopez,49.0,MIL
1441,personal,Donte DiVincenzo,32.0,MIL
1493,personal,Marvin Williams,31.0,MIL
1450,personal,Robin Lopez,25.0,MIL
1481,personal,Wesley Matthews,22.0,MIL
1485,personal,Ersan İlyasova,20.0,MIL
