,FoulType,Name,NumberOfShots,Team
2120,personal take,Devin Booker,16.0,PHO
2067,personal take,Ricky Rubio,12.0,PHO
2128,personal take,Mikal Bridges,12.0,PHO
2058,personal take,Jevon Carter,6.0,PHO
2048,personal take,Tyler Johnson,4.0,PHO
2053,personal take,Elie Okobo,4.0,PHO
2074,personal take,Kelly Oubre,4.0,PHO
2108,personal take,Deandre Ayton,4.0,PHO
2063,personal take,Cameron Johnson,2.0,PHO
2099,personal take,Ty Jerome,2.0,PHO
