,FoulType,Name,NumberOfShots,Team
1816,loose ball,Steven Adams,29.0,OKC
1794,loose ball,Nerlens Noel,20.0,OKC
1828,loose ball,Chris Paul,11.0,OKC
1810,loose ball,Mike Muscala,9.0,OKC
1823,loose ball,Danilo Gallinari,6.0,OKC
1788,loose ball,Abdel Nader,5.0,OKC
1804,loose ball,Shai Gilgeous-Alexander,5.0,OKC
1843,loose ball,Luguentz Dort,5.0,OKC
1850,loose ball,Hamidou Diallo,4.0,OKC
1857,loose ball,Deonte Burton,4.0,OKC
