,FoulType,Name,NumberOfShots,Team
1331,away from play,De'Anthony Melton,2.0,MEM
1256,away from play,Anthony Tolliver,1.0,MEM
1278,away from play,Grayson Allen,1.0,MEM
1290,away from play,Dillon Brooks,1.0,MEM
1304,away from play,Gorgui Dieng,1.0,MEM
1319,away from play,Brandon Clarke,1.0,MEM
1338,away from play,Kyle Anderson,1.0,MEM
