,FoulType,Name,NumberOfShots,Team
2414,away from play,Fred VanVleet,2.0,TOR
2483,away from play,Kyle Lowry,2.0,TOR
2425,away from play,Chris Boucher,1.0,TOR
2432,away from play,Marc Gasol,1.0,TOR
2466,away from play,Rondae Hollis-Jefferson,1.0,TOR
2476,away from play,Pascal Siakam,1.0,TOR
