,FoulType,Name,NumberOfShots,Team
2347,loose ball,Derrick White,9.0,SAS
2342,loose ball,DeMar DeRozan,7.0,SAS
2353,loose ball,Jakob Poeltl,7.0,SAS
2362,loose ball,LaMarcus Aldridge,7.0,SAS
2403,loose ball,Trey Lyles,7.0,SAS
2354,loose ball,Jakob Poeltl,4.0,SAS
2330,loose ball,Bryn Forbes,3.0,SAS
2335,loose ball,Rudy Gay,3.0,SAS
2377,loose ball,Dejounte Murray,3.0,SAS
2325,loose ball,Drew Eubanks,2.0,SAS
