,FoulType,Name,NumberOfShots,Team
1768,personal,Julius Randle,81.0,NYK
1780,personal,Marcus Morris,57.0,NYK
1729,personal,RJ Barrett,49.0,NYK
1758,personal,Mitchell Robinson,33.0,NYK
1740,personal,Bobby Portis,32.0,NYK
1714,personal,Kevin Knox,27.0,NYK
1774,personal,Elfrid Payton,20.0,NYK
1735,personal,Frank Ntilikina,19.0,NYK
1745,personal,Taj Gibson,17.0,NYK
1750,personal,Dennis Smith,17.0,NYK
