,FoulType,Name,NumberOfShots,Team
327,personal,Zach LaVine,80.0,CHI
350,personal,Tomáš Satoranský,58.0,CHI
304,personal,Wendell Carter,47.0,CHI
320,personal,Lauri Markkanen,39.0,CHI
340,personal,Thaddeus Young,33.0,CHI
346,personal,Coby White,30.0,CHI
357,personal,Ryan Arcidiacono,24.0,CHI
310,personal,Kris Dunn,20.0,CHI
315,personal,Chandler Hutchison,12.0,CHI
290,personal,Daniel Gafford,10.0,CHI
