,FoulType,Name,NumberOfShots,Team
214,away from play,Jarrett Allen,2.0,BRK
181,away from play,Joe Harris,1.0,BRK
224,away from play,Džanan Musa,1.0,BRK
230,away from play,Jeremiah Martin,1.0,BRK
