,FoulType,Name,NumberOfShots,Team
2091,flagrant,Aron Baynes,3.0,PHO
2075,flagrant,Kelly Oubre,2.0,PHO
2081,flagrant,Frank Kaminsky,1.0,PHO
2084,flagrant,Cameron Payne,1.0,PHO
2110,flagrant,Deandre Ayton,1.0,PHO
