,FoulType,Name,NumberOfShots,Team
803,loose ball,Andre Drummond,21.0,DET
731,loose ball,Christian Wood,17.0,DET
714,loose ball,John Henson,13.0,DET
789,loose ball,Thon Maker,11.0,DET
748,loose ball,Reggie Jackson,4.0,DET
766,loose ball,Markieff Morris,4.0,DET
782,loose ball,Jordan McRae,4.0,DET
760,loose ball,Langston Galloway,3.0,DET
756,loose ball,Donta Hall,2.0,DET
777,loose ball,Bruce Brown,2.0,DET
