,FoulType,Name,NumberOfShots,Team
488,away from play,John Henson,4.0,CLE
494,away from play,Larry Nance,2.0,CLE
457,away from play,Kevin Love,1.0,CLE
462,away from play,Darius Garland,1.0,CLE
505,away from play,Matthew Dellavedova,1.0,CLE
