,FoulType,Name,NumberOfShots,Team
880,shooting,Andrew Wiggins,133.0,GSW
818,shooting,Alec Burks,125.0,GSW
890,shooting,Eric Paschall,113.0,GSW
850,shooting,D'Angelo Russell,75.0,GSW
855,shooting,Marquese Chriss,68.0,GSW
808,shooting,Damion Lee,44.0,GSW
833,shooting,Jordan Poole,43.0,GSW
873,shooting,Omari Spellman,43.0,GSW
813,shooting,Glenn Robinson,39.0,GSW
842,shooting,Willie Cauley-Stein,34.0,GSW
