,FoulType,Name,NumberOfShots,Team
1459,flagrant,Khris Middleton,3.0,MIL
1445,flagrant,Donte DiVincenzo,1.0,MIL
1469,flagrant,Sterling Brown,1.0,MIL
1478,flagrant,Pat Connaughton,1.0,MIL
1497,flagrant,Marvin Williams,1.0,MIL
1516,flagrant,Kyle Korver,1.0,MIL
1525,flagrant,Giannis Antetokounmpo,1.0,MIL
