,FoulType,Name,NumberOfShots,Team
1960,personal take,Ben Simmons,22.0,PHI
1983,personal take,Alec Burks,12.0,PHI
2000,personal take,Trey Burke,10.0,PHI
2006,personal take,Tobias Harris,10.0,PHI
2013,personal take,Joel Embiid,10.0,PHI
2028,personal take,Josh Richardson,10.0,PHI
2043,personal take,Raul Neto,5.0,PHI
2024,personal take,Furkan Korkmaz,4.0,PHI
1955,personal take,Matisse Thybulle,3.0,PHI
1974,personal take,Al Horford,2.0,PHI
