,FoulType,Name,NumberOfShots,Team
1147,shooting,Montrezl Harrell,219.0,LAC
1098,shooting,Kawhi Leonard,200.0,LAC
1116,shooting,Lou Williams,155.0,LAC
1131,shooting,Paul George,110.0,LAC
1107,shooting,Ivica Zubac,93.0,LAC
1090,shooting,Marcus Morris,91.0,LAC
1075,shooting,Landry Shamet,31.0,LAC
1142,shooting,Maurice Harkless,31.0,LAC
1137,shooting,JaMychal Green,25.0,LAC
1153,shooting,Jerome Robinson,22.0,LAC
