,FoulType,Name,NumberOfShots,Team
1205,personal,Anthony Davis,208.0,LAL
1167,personal,LeBron James,134.0,LAL
1240,personal,Dwight Howard,91.0,LAL
1233,personal,Alex Caruso,52.0,LAL
1188,personal,Markieff Morris,41.0,LAL
1194,personal,Rajon Rondo,26.0,LAL
1173,personal,JaVale McGee,25.0,LAL
1161,personal,Danny Green,23.0,LAL
1223,personal,Kentavious Caldwell-Pope,22.0,LAL
1179,personal,Kyle Kuzma,20.0,LAL
