,FoulType,Name,NumberOfShots,Team
1911,personal take,Markelle Fultz,12.0,ORL
1949,personal take,Evan Fournier,12.0,ORL
1867,personal take,Aaron Gordon,11.0,ORL
1943,personal take,Michael Carter-Williams,7.0,ORL
1900,personal take,D.J. Augustin,6.0,ORL
1879,personal take,Wesley Iwundu,5.0,ORL
1874,personal take,Terrence Ross,4.0,ORL
1888,personal take,B.J. Johnson,2.0,ORL
1923,personal take,James Ennis,2.0,ORL
1907,personal take,Gary Clark,1.0,ORL
