,FoulType,Name,NumberOfShots,Team
1875,away from play,Terrence Ross,2.0,ORL
1864,away from play,Al-Farouq Aminu,1.0,ORL
1871,away from play,Aaron Gordon,1.0,ORL
1896,away from play,Jonathan Isaac,1.0,ORL
1901,away from play,D.J. Augustin,1.0,ORL
1914,away from play,Markelle Fultz,1.0,ORL
1928,away from play,Nikola Vučević,1.0,ORL
1951,away from play,Evan Fournier,1.0,ORL
