,FoulType,Name,NumberOfShots,Team
385,loose ball,Bismack Biyombo,35.0,CHO
432,loose ball,Cody Zeller,16.0,CHO
368,loose ball,Willy Hernangómez,10.0,CHO
422,loose ball,Marvin Williams,6.0,CHO
396,loose ball,Michael Kidd-Gilchrist,4.0,CHO
401,loose ball,Nicolas Batum,4.0,CHO
418,loose ball,Devonte' Graham,4.0,CHO
427,loose ball,P.J. Washington,4.0,CHO
382,loose ball,Miles Bridges,2.0,CHO
440,loose ball,Malik Monk,2.0,CHO
