,FoulType,Name,NumberOfShots,Team
2199,personal,Damian Lillard,201.0,POR
2200,shooting,Damian Lillard,185.0,POR
2134,shooting,Hassan Whiteside,122.0,POR
2160,shooting,CJ McCollum,93.0,POR
2176,shooting,Carmelo Anthony,91.0,POR
2177,personal,Carmelo Anthony,78.0,POR
2135,personal,Hassan Whiteside,65.0,POR
2210,shooting,Kent Bazemore,60.0,POR
2211,personal,Kent Bazemore,46.0,POR
2139,shooting,Anfernee Simons,45.0,POR
