,FoulType,Name,NumberOfShots,Team
802,personal,Andre Drummond,76.0,DET
730,personal,Christian Wood,76.0,DET
763,personal,Markieff Morris,41.0,DET
742,personal,Blake Griffin,40.0,DET
750,personal,Brandon Knight,32.0,DET
774,personal,Bruce Brown,32.0,DET
791,personal,Tony Snell,28.0,DET
788,personal,Thon Maker,28.0,DET
736,personal,Derrick Rose,28.0,DET
779,personal,Jordan McRae,28.0,DET
