,FoulType,Name,NumberOfShots,Team
2655,flagrant,Moritz Wagner,4.0,WAS
2577,flagrant,Dāvis Bertāns,2.0,WAS
2606,flagrant,Shabazz Napier,2.0,WAS
2584,flagrant,Bradley Beal,1.0,WAS
2600,flagrant,Anžejs Pasečņiks,1.0,WAS
2632,flagrant,Ian Mahinmi,1.0,WAS
2643,flagrant,Rui Hachimura,1.0,WAS
2648,flagrant,Jerome Robinson,1.0,WAS
