,FoulType,Name,NumberOfShots,Team
2339,personal,DeMar DeRozan,89.0,SAS
2361,personal,LaMarcus Aldridge,70.0,SAS
2345,personal,Derrick White,48.0,SAS
2385,personal,Patty Mills,40.0,SAS
2333,personal,Rudy Gay,34.0,SAS
2374,personal,Dejounte Murray,26.0,SAS
2397,personal,Marco Belinelli,22.0,SAS
2402,personal,Trey Lyles,14.0,SAS
2350,personal,Jakob Poeltl,14.0,SAS
2322,personal,Drew Eubanks,12.0,SAS
