,FoulType,Name,NumberOfShots,Team
2012,loose ball,Joel Embiid,26.0,PHI
1961,loose ball,Ben Simmons,11.0,PHI
2029,loose ball,Josh Richardson,9.0,PHI
2038,loose ball,James Ennis,9.0,PHI
1984,loose ball,Alec Burks,7.0,PHI
2007,loose ball,Tobias Harris,7.0,PHI
1973,loose ball,Al Horford,6.0,PHI
2018,loose ball,Kyle O'Quinn,6.0,PHI
1965,loose ball,Glenn Robinson,5.0,PHI
1994,loose ball,Mike Scott,4.0,PHI
