,FoulType,Name,NumberOfShots,Team
2284,personal take,Buddy Hield,17.0,SAC
2304,personal take,De'Aaron Fox,10.0,SAC
2274,personal take,Bogdan Bogdanović,9.0,SAC
2258,personal take,Harrison Barnes,7.0,SAC
2252,personal take,Yogi Ferrell,4.0,SAC
2280,personal take,Nemanja Bjelica,4.0,SAC
2315,personal take,Kent Bazemore,4.0,SAC
2321,personal take,Cory Joseph,4.0,SAC
2240,personal take,Marvin Bagley,2.0,SAC
2245,personal take,Trevor Ariza,2.0,SAC
