,FoulType,Name,NumberOfShots,Team
42,personal take,Trae Young,17.0,ATL
37,personal take,Jeff Teague,8.0,ATL
88,personal take,Kevin Huerter,6.0,ATL
75,personal take,De'Andre Hunter,4.0,ATL
12,personal take,Paul Watson,3.0,ATL
3,personal take,John Collins,2.0,ATL
9,personal take,Jabari Parker,1.0,ATL
28,personal take,Brandon Goodwin,1.0,ATL
33,personal take,Treveon Graham,1.0,ATL
59,personal take,DeAndre' Bembry,1.0,ATL
