,Name,NumberOfShots,Team
71,Zach LaVine,539.0,CHI
75,Coby White,312.0,CHI
74,Thaddeus Young,269.0,CHI
70,Lauri Markkanen,251.0,CHI
76,Tomáš Satoranský,237.0,CHI
66,Wendell Carter,183.0,CHI
68,Kris Dunn,152.0,CHI
65,Denzel Valentine,97.0,CHI
62,Daniel Gafford,94.0,CHI
77,Ryan Arcidiacono,90.0,CHI
