,Name,NumberOfShots,Team
203,James Harden,781.0,HOU
212,Russell Westbrook,663.0,HOU
204,Robert Covington,352.0,HOU
196,Danuel House,267.0,HOU
195,Ben McLemore,257.0,HOU
201,Clint Capela,244.0,HOU
213,Eric Gordon,243.0,HOU
207,Austin Rivers,230.0,HOU
214,P.J. Tucker,212.0,HOU
197,Jeff Green,210.0,HOU
